geneId	geneSymbol	DSI	DPI	PLI	protein_class_name	protein_class	NofDiseases	NofPmids
   374286	CDRT1	0.931	0.115	4.9801e-14			   3	    2
   374291	NDUFS7	0.579	0.769	0.9142			 120	   42
   374308	PTCHD3	0.839	0.269	3.3312e-10			  10	    7
   374354	NHLRC2	0.729	0.346	8.3194e-06			  37	    6
   374378	GALNT18	0.931	0.192	0.00030345			   3	    3
   374383	NCR3LG1	0.705	0.308	8.8569e-05			  37	   30
   374393	FAM111B	0.691	0.423	0.098549			  33	   10
   374407	DNAJB13	0.682	0.5	0.0028524			  44	    7
   374454	KRT77			1.4217e-12			   1	    1
   374462	PTPRQ	0.751	0.462	4.2188e-21			  21	   12
   374470	C12orf42	0.805	0.154	2.7519e-10			   9	    3
   374491	TPTE2P6	0.931	0.038				   4	    3
   374569	ASPG	0.559	0.654	6.1787e-13			 116	  156
   374618	TEX9	0.839	0.154	6.4247e-22			  13	    8
   374654	KIF7	0.528	0.731	2.2711e-22			 195	   26
   374655	ZNF710			0.99003			   1	    1
   374659	HDDC3	0.931	0.077	0.019263			   2	    1
   374739	TEPP	0.931	0.115	0.0002319			   4	    3
   374768	SPEM1	0.931	0.038	1.3289e-05			   2	    1
   374786	EFCAB5	0.931	0.077	4.1975e-23			   3	    3
   374819	LRRC37A3	1	0.115	3.0883e-10			   2	    2
   374864	CCDC178	1	0.077	1.4511e-23			   4	    1
   374868	ATP9B	0.839	0.192	1.1822e-14			   7	    5
   374875	HSD11B1L	0.821	0.231	0.00027093			   9	    5
   374877	TEX45	1	0.038	1.0898e-17			   1	    1
   374879	ZNF699	0.805	0.192	5.7677e-06			   8	    3
   374882	TMEM205	0.89	0.077	0.030328			   7	    3
   374887	YJEFN3	0.89	0.154	1.2695e-05			   3	    2
   374897	SBSN	0.743	0.5	6.2352e-06			  20	    8
   374899	ZNF829	1	0.077	5.8965e-11			   1	    1
   374900	ZNF568			2.2849e-09			   4	    4
   374907	B3GNT8	0.931	0.077	4.8063e-09			   4	    3
   374918	IGFL1	1	0.038	1.9891e-08			   2	    2
   374920	ZSWIM9	0.931	0.115	0.96181			   3	    2
   374946	DRAXIN	1	0.038	1.8935e-10			   1	    1
   374955	SPATA21	0.839	0.269	1.1342e-17			   6	    3
   374969	SVBP	1	0.077	0.0011348			   2	    2
   374977	MROH7	0.89	0.154	4.8111e-24			   3	    2
   374986	MIGA1	1	0.038	1.8254e-07			   6	    4
   374987	NEXN-AS1	0.839	0.115				   5	    3
   375033	PEAR1	0.722	0.346	3.4806e-20			  27	   24
   375056	MIA3	0.716	0.423	0.03675			  27	   31
   375057	STUM	1	0.154	0.0043627			   3	    3
   375061	FAM89A	1	0.077	0.25672			   3	    2
   375190	FAM228B	1	0.038	1.8573e-07			   3	    2
   375248	ANKRD36	0.931	0.115	8.3217e-86			   2	    1
   375287	RBM43	0.931	0.077	0.13251			   2	    1
   375295	LINC01116	0.691	0.423				  27	   15
   375298	CERKL	0.678	0.308	9.8447e-25			  50	   26
   375318	AQP12A	0.89	0.077	0.017909			   3	    2
   375323	LHFPL4	0.89	0.077	0.65247			   5	    2
   375337	TOPAZ1			0.97746			   1	    1
   375341	C3orf62			0.00012633			   3	    2
   375346	STIMATE	1	0.038	0.18873			   4	    4
   375387	NRROS	0.861	0.231	0.32564			   6	    5
   375444	C5orf34	0.89	0.154	8.9961e-15			   4	    2
   375449	MAST4	0.805	0.346	0.00011694			  17	   13
   375484	SIMC1	1	0.077	3.9164e-06			   2	    2
   375519	GJB7	0.89	0.154	9.8644e-07			   3	    2
   375567	VWC2			0.97088			   1	    2
   375593	TRIM73	1	0.115	0.00010272			   1	    1
   375611	SLC26A5	0.666	0.615	6.9851e-08			  38	   33
   375612	LHFPL3	0.751	0.269	0.93153			  15	    9
   375616	KCP	0.839	0.154				   6	    3
   375704	ENHO	0.599	0.769	0.10526			  71	   49
   375748	ERCC6L2	0.729	0.346	5.0596e-07			  23	   13
   375757	SWI5	1	0.077	0.0013862			   2	    5
   375775	PNPLA7	1	0.077	5.3653e-37			   1	    1
   375790	AGRN	0.626	0.538	5.4727e-07			 124	   19
   375940	DMBT1L1						   1	    1
   376132	LRRC10	0.861	0.115	0.43469			  10	    4
   376267	RAB15	0.821	0.115	0.0059597			  11	    4
   376497	SLC27A1	0.711	0.423	2.5752e-16			  27	   18
   376693	RPS10P7	1	0.077				   1	    1
   376844	SDC4P	1	0.077				   1	    1
   377047	PRSS45P			0.00020122			   1	    1
   377630	USP17L2	0.686	0.385				  36	   27
   377677	CA13	0.722	0.538	1.7599e-06			  21	   17
   377841	ENTPD8	0.861	0.192	1.0421e-11			   4	    3
   378108	TRIM74	1	0.115	0.0091423			   1	    1
   378484	MRX82	1	0.077				   2	    2
   378708	CENPS	0.805	0.192	5.75e-06			   9	    4
   378805	LINC-PINT	0.663	0.577				  46	   24
   378807	CATSPER4	1	0.077	5.7136e-11			   3	    2
   378825	PICSAR	0.821	0.308				  11	    5
   378884	NHLRC1	0.656	0.423	0.094266			  56	   53
   378938	MALAT1	0.435	0.846				 336	  604
   378949	RBMY1D	0.743	0.423				  17	   14
   379003	DFNB40	1	0.115				   1	    1
   379025	PSMA3-AS1	0.931	0.154				   7	    5
   386593	CHKB-CPT1B	0.769	0.385				  12	   11
   386597	RNF144A-AS1	1	0.038				   3	    2
   386607	ZFP91-CNTF						   5	    3
   386617	KCTD8			0.00037542			   1	    1
   386627	SAP30L-AS1	0.89	0.077				   4	    2
   386653	IL31	0.575	0.731	0.011445			  88	   94
   386677	KRTAP10-1			0.00016762			   1	    1
   386681	KRTAP10-8	0.931	0.115	3.2911e-05			   2	    0
   386724	AMIGO3	0.89	0.154	0.00020785			   3	    2
   386757	SLC6A10P						   1	    1
   386758	ZNF582-AS1	0.931	0.077				   6	    1
   387032	ZKSCAN4	0.839	0.269	0.00014184			   8	    7
   387036	GUSBP2	1	0.038				   4	    5
   387044	RPL13P	1	0.038				   1	    1
   387055	LINC00533	1	0.077				   1	    1
   387065	HMGA1P7	0.89	0.077				   6	    3
   387066	SNHG5	0.67	0.462				  36	   25
   387082	SUMO4	0.653	0.577				  39	   53
   387103	CENPW	0.839	0.231	0.40523			  13	   12
   387111	LINC00222	1	0.038				   2	    1
   387119	CEP85L	0.656	0.423	4.5367e-09			  40	   35
   387122	WASF5P	1	0.038				   2	    2
   387129	NPSR1	0.608	0.615	2.0518e-09			  69	   85
   387263	C6orf120	0.89	0.192				   4	    3
   387264	KRTAP5-1	1	0.077	0.089364			   1	    1
   387267	KRTAP5-4			0.018983			   1	    1
   387323	H2AC9P	1	0.038				   5	    7
   387325	H1-12P	1	0.038				   2	    2
   387332	TBPL2	0.7	0.423	1.4914e-10			  31	   16
   387338	NSUN4	0.839	0.154	1.2267e-06			   5	    1
   387357	THEMIS	0.682	0.654	1.9597e-06			  32	   38
   387486	LINC00320	0.931	0.038				   2	    1
   387496	RASL11A	0.89	0.115	1.592e-06			   5	    4
   387509	GPR153	0.89	0.115	6.8764e-07			   3	    3
   387521	TMEM189	0.659	0.577	0.0083949			  39	   27
   387522	TMEM189-UBE2V1	0.659	0.577	0.0083949			  39	   27
   387569	ACF	0.729	0.462				  21	   14
   387570	DUH1	0.89	0.115				   5	    8
   387572	PAND1	1	0.038				   1	    2
   387573	CHDS3	1	0.038				   1	    1
   387578	AITD1	0.861	0.115				   4	    4
   387583	SPG25	1	0.154				   1	    0
   387590	TPTEP1	1	0.077				   4	    2
   387597	ILDR2	0.931	0.115	0.95385			   5	    2
   387601	SLC22A25	1	0.077	1.2149e-16			   1	    1
   387644	FAM238C	1	0.077				   2	    1
   387694	SH2D4B	0.821	0.269	6.3396e-06			   7	    6
   387695	C10orf99	0.931	0.038	0.21211			   5	    2
   387700	SLC16A12	0.716	0.385	0.49267			  22	   13
   387712	ENO4			8.0499e-07			   5	    3
   387715	ARMS2	0.67	0.308	0.00051801			  36	  235
   387718	TEX36	1	0.038	0.00021489			   1	    1
   387723	C10orf143	0.78	0.269				  16	    5
   387733	IFITM5	0.736	0.231	2.1754e-06			  28	   25
   387742	FAM99A						   1	    1
   387758	FIBIN	1	0.038	0.41581			   4	    4
   387763	C11orf96	0.89	0.154	0.0096256			   3	    2
   387775	SLC22A10	0.769	0.308	1.8871e-19			  12	    4
   387787	LIPT2	0.821	0.154	0.62575			  20	    3
   387836	CLEC2A	1	0.038	2.191e-06			   1	    1
   387837	CLEC12B	1	0.038	9.9015e-06			   3	    2
   387841	RPL13AP20	1	0.077				   3	    2
   387882	C12orf75	0.729	0.423	0.63977			  17	   11
   387890	TMEM233	1		0.090614			   1	    1
   387893	KMT5A	0.633	0.538	0.98528			  49	   43
   387895	LINC00944	1	0.038				   1	    1
   387911	C1QTNF9B	1	0.038	3.2529e-08			   3	    2
   387914	SHISA2	0.931	0.077	0.073123			   4	    1
   387923	SERP2	0.89	0.038	0.6681			   6	    6
   387978	LINC01551	1	0.077	0.19871			   3	    3
   388007	SERPINA13P	0.619	0.692				  59	   76
   388011	LINC01550	0.931	0.077	0.0026919			   3	    2
   388015	RTL1	0.554	0.808	0.0056135			 119	  180
   388021	TMEM179	1	0.115	0.67923			   1	    1
   388112	NANOGP8	0.769	0.192				  20	   16
   388115	CCDC9B	1	0.077	1.405e-13			   1	    0
   388121	TNFAIP8L3	0.736	0.231	1.8707e-05			  21	    7
   388125	C2CD4B	0.931	0.077	8.8732e-05			   3	    5
   388165	UBE2Q2P1	0.89	0.077				   4	    4
   388228	SBK1	0.805	0.231	0.36812			  16	   14
   388325	SCIMP	1	0.077	0.0004268			   1	    3
   388327	C17orf100	1		0.1311			   3	    3
   388335	TMEM220	0.931	0.077	1.3033e-06			   2	    1
   388336	SHISA6	0.861	0.077	0.85318			   6	    8
   388364	TMIGD1	0.861	0.115	2.1298e-07			   5	    1
   388372	CCL4L1	0.534	0.885	0.33576			 135	  147
   388387	LINC00671	0.861	0.077				   5	    1
   388389	CCDC103	0.666	0.538	0.00050909			  49	   10
   388403	YPEL2	0.931	0.077	0.95044			   2	    1
   388407	LINC02875	1	0.077				   3	    3
   388474	RPL7AP66						   1	    1
   388503	C3P1	0.931	0.115				   2	    2
   388512	CLEC17A	1	0.115	9.0963e-08			   2	    2
   388531	RGS9BP	0.931		0.0023224			   7	    3
   388533	KRTDAP	1	0.038	0.08346			   1	    1
   388550	CEACAM22P	1	0.077				   2	    3
   388551	CEACAM16	0.805	0.192	1.5758e-05			  10	    7
   388552	BLOC1S3	0.729	0.385	0.004077			  32	   19
   388553	BHMG1	0.931	0.154	0.0044198			   4	    3
   388569	ZNF324B			3.4989e-05			   1	    1
   388581	C1QTNF12	0.769	0.308	6.2063e-08			  13	   10
   388585	HES5	0.67	0.654	0.24882			  39	   25
   388588	SMIM1	0.792	0.308	0.032962			  13	   12
   388591	RNF207	0.931	0.115	5.4736e-12			   6	    8
   388595	TMEM82	0.89	0.077	3.0094e-07			   3	    1
   388610	TRNP1			0.3788			   1	    1
   388611	CD164L2	1	0.038	1.1451e-05			   2	    1
   388630	TRABD2B	0.931	0.038	0.84273			   2	    1
   388633	LDLRAD1	0.89	0.115	1.2294e-06			   3	    1
   388650	DIPK1A	0.743	0.423	0.58405			  33	    7
   388662	SLC6A17	0.78	0.308	0.50353			  21	    2
   388677	NOTCH2NLA	0.821	0.192				   6	    2
   388685	LINC01138	0.821	0.154				   8	    4
   388697	HRNR	0.711	0.346	0.0004258			  21	   16
   388698	FLG2	0.78	0.192	0.017969			  14	   10
   388743	CAPN8	0.861	0.192	1.2513e-13			   5	    3
   388753	COA6	0.805	0.192	0.0056851			  15	    7
   388796	SNHG17	0.78	0.231				  13	    9
   388815	MIR99AHG	0.78	0.192				  17	   11
   388886	LRRC75B	0.931	0.077	9.0241e-13			   3	    2
   388906	OGFRP1	0.839	0.154				   8	    4
   388931	MFSD2B			6.3325e-11			   6	    4
   388939	PCARE	0.674	0.346	3.0058e-18			  49	   13
   388948	LINC01118	0.89	0.154	1.9119e-09			  11	    8
   388951	TSPYL6	0.89	0.154				   4	    3
   388962	BOLA3	0.76	0.231	0.14911			  26	   11
   388969	C2orf68	0.839	0.115	5.7612e-06			   8	    3
   389015	SLC9A4	0.89	0.154	8.286e-14			   9	    8
   389023	DPP10-AS1	1	0.077				   3	    1
   389053	HNRNPKP2	1	0.077				   1	    1
   389058	SP5	1	0.077	0.51846			   2	    1
   389072	PLEKHM3	0.861	0.231	0.00010037			   8	    7
   389073	C2orf80	1	0.038	7.5e-11			   2	    1
   389075	RESP18	0.931	0.154	8.716e-10			   4	    3
   389084	SNORC	0.931	0.038	0.60161			   2	    6
   389114	ZNF662	1	0.038	7.6715e-13			   1	    1
   389118	CDHR4			3.765e-13			   2	    3
   389119	INKA1	0.931		0.00061425			   2	    1
   389120	ACTBP13						   2	    2
   389125	MUSTN1	0.89	0.154	7.0616e-05			   3	    2
   389136	VGLL3	0.716	0.346	0.069692			  26	   14
   389161	ANKUB1	1	0.077	1.1953e-08			   1	    1
   389170	LEKR1	0.89	0.231	0.13185			   7	    6
   389177	TMEM212	1	0.038	1.833e-08			   4	    4
   389197	C4orf50	0.931	0.154	7.7361e-19			   2	    1
   389203	SMIM20	0.821	0.192	0.57531			  12	   10
   389206	BEND4	0.839	0.154	0.98484			   7	    4
   389207	GRXCR1	0.861	0.115	3.9439e-11			   9	    8
   389208	TMPRSS11F	0.931	0.115	1.2382e-09			   5	    2
   389273	LINC02213	0.839	0.115	0.012566			   5	    1
   389289	ANXA2R	0.821	0.346				   8	    6
   389333	PROB1	1	0.038	0.0054944			   1	    1
   389362	PSMG4	0.931	0.154	0.0018651			   4	    4
   389376	SFTA2	0.695	0.577	0.036441			  25	   21
   389383	CLPSL2	1	0.077	0.1858			   1	    1
   389400	GFRAL	0.89	0.154	6.5227e-10			   7	    7
   389421	LIN28B	0.556	0.654	0.55513			 126	  153
   389432	SAMD5	0.839	0.154	0.012095			   8	    6
   389434	IYD	0.7	0.5	0.0040758			  33	   14
   389493	NUPR2			0.00050652			   2	    2
   389549	FEZF1	0.628	0.654	0.95043			  73	   13
   389558	FAM180A	0.89	0.115	0.0010025			   4	    3
   389634	LINC00937	1					   5	    1
   389641	LOC389641	0.89	0.231				   4	    2
   389643	NUGGC	1	0.038	3.387e-12			   2	    2
   389658	ALKAL1	1	0.115	5.9081e-05			   1	    1
   389668	XKR9			4.0628e-09			   3	    3
   389676	C8orf87	1	0.038	0.069139			   1	    1
   389677	RBM12B			0.0049816			   1	    1
   389690	MROH5	1	0.038	0.010417			   1	    1
   389692	MAFA	0.751	0.269	0.0033727			  14	   11
   389741	GLIDR	0.931	0.077				   3	    1
   389766	C9orf153	1	0.038	0.0076085			   4	    3
   389792	IER5L			0.55377			   1	    1
   389799	CFAP77	0.931	0.154	1.693e-07			   2	    1
   389816	LRRC26	0.792	0.269	0.012698			  14	    7
   389827	MYMK	0.659	0.538	0.00017841			  69	    5
   389840	MAP3K15	0.792	0.231	2.9348e-32			   9	    2
   389856	USP27X	0.705	0.462	0.92373			  49	    5
   389874	ZCCHC13	0.861	0.077	0.0013939			   5	    1
   389895	LOC389895						   1	    1
   389898	UBE2NL			0.015382			   2	    1
   389903	CSAG3	0.7	0.346				  24	    9
   389941	C1QL3	0.705	0.423	0.51567			  27	   13
   390003	GUCY2GP						   1	    1
   390035	OR52K3P						   1	    1
   390038	OR51D1			0.0045855			   2	    2
   390058	OR51B6			6.6815e-05			   1	    3
   390059	OR51M1			0.0045344			   1	    1
   390063	OR51I1			0.00085828			   1	    1
   390064	OR51I2	1	0.077	0.036748			   1	    1
   390082	OR52E5						   1	    1
   390113	OR4X1			6.3135e-06			   1	    1
   390148	OR5W2			0.00056247			   1	    1
   390152	OR8H3			0.0114			   1	    1
   390168	OR5M1			0.0019124			   1	    0
   390191	OR5B12			0.020305			   3	    1
   390195	OR5AN1			5.9253e-05			   2	    1
   390205	LRRC10B			0.044884			   6	    9
   390211	KRT8P26	0.931	0.115				   2	    1
   390213	DOC2GP						   2	    2
   390226	GUCY2EP	0.78	0.154				  11	   10
   390231	TRIM77	1	0.038	1.0217e-05			   2	    2
   390243	IZUMO1R			5.5093e-15			   1	    1
   390259	BSX	1	0.077	0.0079075			   1	    1
   390275	OR8A1			0.005028			   1	    1
   390321	OR6C1	1	0.038	0.50471			   1	    1
   390322	OR6C7P	1	0.038				   1	    1
   390323	OR6C75	1	0.038	0.018817			   1	    1
   390324	OR6C71P	1	0.038				   1	    1
   390431	OR4K2			3.8826e-05			   1	    1
   390502	SERPINA2	0.861	0.231				  12	    9
   390535	GOLGA8EP	1	0.115				   1	    1
   390594	KBTBD13	0.729	0.385	2.2574e-10			  55	    7
   390595	UBAP1L	1	0.077	0.0060011			   1	    1
   390598	SKOR1	0.792	0.269	6.8995e-09			   9	   13
   390612	RPL18P11	0.931	0.077				   3	    4
   390664	C1QTNF8	0.839	0.154	1.2959e-12			   6	    2
   390667	PTX4	1	0.077	3.758e-13			   1	    1
   390714	LOC390714	0.617	0.615				  55	   88
   390732	CES1P2	1	0.038				   1	    1
   390756	OR3A4P	0.931	0.115				   6	    2
   390790	ARL5C	1	0.038	0.30967			   1	    1
   390816	THA1P	0.931	0.077				   3	    2
   390858	OACYLP	0.931	0.077				   2	    1
   390916	NUDT19	1	0.077	2.9701e-15			   3	    3
   390927	ZNF793	1	0.077	1.9629e-09			   2	    2
   390928	ACP7			2.1396e-09			   1	    1
   390992	HES3	0.839	0.154	0.27711			  10	    3
   390998	RPL10P17	1	0.115				   1	    1
   390999	PRAMEF12			5.2721e-05			   1	    1
   391013	PLA2G2C	1	0.038	0.035718			   1	    1
   391037	SKINT1L	1	0.038				   1	    1
   391051	UOX	0.711	0.385				  22	   19
   391104	VHLL	0.682	0.385				  31	   33
   391110	OR10R3P	1	0.038				   1	    1
   391112	OR6Y1	1	0.038	0.00095201			   2	    2
   391119	OR10J7P						   1	    1
   391120	OR10J9P						   1	    1
   391123	VSIG8			0.00020192			   1	    1
   391189	OR11L1	1	0.038	0.050098			   1	    1
   391195	OR2T33	0.931	0.038	0.11612			   2	    1
   391253	SPINT4			0.084396			   1	    1
   391257	SUMO1P1	1	0.115				   2	    2
   391356	PTRHD1	0.89	0.154	4.6245e-07			   5	    4
   391370	RPS12P4	1	0.115				   1	    1
   391475	DYTN			5.7188e-19			   2	    1
   391533	FLT1P1	0.931	0.077				   7	    3
   391589	KRT18P34						   1	    1
   391627	USP17L9P	0.722	0.308				  28	   16
   391632	OR7E35P	0.931	0.115				   2	    2
   391634	HSP90AB2P	1	0.038				   1	    1
   391723	HELT	0.89	0.115	0.0010075			   6	    2
   391850	RPL7AP33	1	0.038				   1	    1
   392197	USP17L7	1	0.077				   1	    1
   392255	GDF6	0.587	0.5	0.98833			  91	   29
   392301	SLC25A5P8						   1	    1
   392309	OR13J1	0.89	0.077	6.3322e-06			   3	    1
   392387	AHCYP2						   1	    1
   392399	LCN9	1	0.038	0.0016951			   1	    1
   392509	ARL13A	0.89	0.308	0.00059177			   3	    2
   392617	ELFN1	0.931	0.077	0.99882			   6	    3
   392636	AGMO	0.78	0.423	6.7791e-26			  15	   15
   392843	IQCA1L	1					   5	    1
   392862	GRID2IP			0.1245			   1	    1
   394214	COL11A2P1	0.805	0.462				   7	    9
   394263	MUC21	0.743	0.346	0.080201			  19	   10
   394269	BRCA1P1	0.931	0.077				   8	    6
   399495	SLC2A3P4						   1	    1
   399516	OTSC7	1	0.038				   1	    1
   399564	GLC1H	0.931	0.038				   2	    3
   399565	GLC3C	1	0.115				   2	    5
   399664	MEX3D	0.89	0.154	0.92303			   4	    3
   399665	FAM102A	0.861	0.038	0.10983			   5	    4
   399668	SMIM10L2A	0.619	0.808				  65	   68
   399671	HEATR4			1.3711e-29			   2	    1
   399687	MYO18A	0.861	0.154	0.98723			   8	    7
   399694	SHC4	0.805	0.154	7.1127e-11			  12	    8
   399697	CTXN2			0.035215			   1	    1
   399706	LINC00200	1	0.115				   1	    1
   399715	LINC02649	0.792	0.308				  10	   11
   399716	LINC02656	0.931	0.154				   4	    3
   399717	GATA3-AS1	0.931	0.192				   2	    3
   399726	MIR1915HG			0.084846			   1	    1
   399806	LBX1-AS1	0.792	0.231				   9	    8
   399818	EEF1AKMT2	1	0.038	2.254e-07			   4	    3
   399823	FOXI2	0.89	0.192	0.00029852			   4	    3
   399881	HNRNPKP3						   1	    1
   399886	LINC02687						   1	    1
   399909	PCNX3	0.839	0.192	0.99999			  11	   10
   399948	COLCA1	0.78	0.154				  12	   16
   399959	MIR100HG	0.682	0.308				  37	   20
   399972	GSEC	0.751	0.269				  15	    8
   399979	SNX19	0.861	0.115	8.8349e-12			   5	    6
   400043	LINC02381						   2	    1
   400046	LINC02389	1	0.038				   1	    1
   400073	C12orf76	0.931	0.115	9.8749e-07			   3	    2
   400121	LINC00547						   2	    2
   400128	TUSC8	0.89	0.077				   6	    4
   400224	PLEKHD1	0.861	0.077	9.0931e-06			   5	    1
   400242	DICER1-AS1	0.805	0.115				  10	    6
   400258	C14orf180	1	0.077	0.0043821			   1	    1
   400359	LINC02694	0.78	0.308	0.01712			  19	   19
   400406	ADAMTS7P3	0.931	0.077				   2	    1
   400410	ST20	0.751	0.231	0.37485			  21	   13
   400451	FAM174B			0.0016376			   1	    2
   400456	LINC01197	0.931	0.231				   4	    2
   400500	BCAR4	0.653	0.346				  40	   31
   400506	KNOP1			2.3895e-07			   1	    1
   400511	LINC01567	0.861	0.231				   6	    3
   400533	LINC02167	1	0.038				   1	    1
   400550	FENDRR	0.653	0.577				  40	   28
   400558	LINC02138						   1	    1
   400566	C17orf97	0.548	0.577	4.8417e-06			 117	  177
   400578	KRT16P2	1	0.038				   1	    1
   400604	TOB1-AS1	0.805	0.231				  11	    6
   400618	SOX9-AS1	0.839	0.269				  11	   15
   400619	LINC00511	0.638	0.423				  47	   29
   400620	LINC02092						   2	    1
   400629	TEX19	0.821	0.154				  11	    3
   400643	LINC00668	0.76	0.231				  17	    9
   400654	LINC01538						   1	    1
   400657	LINC00909	0.931	0.077				   4	    2
   400660	LINC00683	0.931	0.077				   2	    1
   400668	PRSS57	0.729	0.231	2.8309e-05			  25	   47
   400680	LINC00664	1	0.038				   2	    2
   400685	LINC01801						   2	    1
   400713	ZNF880			0.002911			   1	    1
   400736	PRAMEF13	0.931	0.231	0.29184			   2	    2
   400745	SH2D5	0.839	0.154	6.4459e-08			   6	    2
   400757	C1orf141	0.691	0.385	0.0032311			  30	   30
   400765	MIR137HG	0.839	0.038				   9	   21
   400794	LRRC52-AS1	0.931	0.038				   4	    3
   400798	C1orf220	1	0.077	0.23559			   4	    5
   400799	LINC01344	1	0.077				   8	    9
   400800	LINC02789						   1	    1
   400818	NBPF9	0.931	0.038	9.5156e-39			   3	    1
   400839	LINC01721	1	0.077				   2	    1
   400892	BCRP2	0.736	0.423				  14	   13
   400916	CHCHD10	0.623	0.462	5.3661e-06			 112	   48
   400931	MIRLET7BHG	0.861	0.154	0.10042			   6	    3
   400932	LINC00898	1	0.038				   1	    1
   400935	IL17REL	0.861	0.192	0.0018916			   5	    7
   400945	LINC01376	0.931	0.077				   4	    6
   400950	C2orf91	0.931	0.115	0.00089143			   3	    2
   400952	LINC01121	0.751	0.192				  15	    5
   400954	EML6	0.931	0.115	4.0925e-09			  13	    5
   400955	LINC01122	0.821	0.269				  24	   24
   400957	LINC01185	0.743	0.346				  13	   14
   400958	LINC02245	0.821	0.231				  16	   19
   400960	PCBP1-AS1						   3	    2
   400961	PAIP2B	0.931	0.115	0.0014573			   6	    2
   400966	RGPD1			0.0070125			   1	    1
   400997	ACOXL-AS1	0.861	0.154				   5	    3
   401014	TEX41	0.743	0.269				  28	   24
   401022	HAGLR	0.619	0.385				  55	   37
   401024	FSIP2	0.89	0.077	4.6257e-28			   7	    1
   401036	ASB18	0.931	0.038	6.1879e-08			   2	    1
   401074	LINC00960	1	0.038				   1	    1
   401081	C3orf85	0.931	0.077				   3	    1
   401093	MBNL1-AS1	0.821	0.192				   8	    3
   401103	LINC01994						   1	    1
   401106	LINC00884						   2	    1
   401109	LINC00885						   1	    1
   401115	C4orf48	1	0.038	0.51423			   1	    1
   401124	DTHD1	1	0.077	3.3986e-07			   3	    3
   401134	LINC02232	1	0.038				   2	    2
   401138	AMTN	0.792	0.192	8.1348e-11			   8	    5
   401145	CCSER1	0.805	0.308	0.000789			  18	   11
   401149	LINC01061	0.89	0.154				   4	    2
   401152	C4orf3	0.674	0.577	0.30797			  33	   23
   401164	LINC01060	0.931	0.115				   4	    2
   401172	LINC02145	0.89	0.115				   4	    2
   401190	RGS7BP	0.89	0.308	0.95778			   6	    4
   401207	C5orf63	0.89	0.077	0.0044611			  10	    1
   401236	STMND1			9.8701e-05			   1	    1
   401237	CASC15	0.603	0.577				  90	   61
   401247	LINC00243	0.729	0.423				  24	   20
   401250	MCCD1	0.89	0.231	0.0019319			   6	    3
   401251	SAPCD1	0.931	0.154	1.8051e-07			   2	    2
   401253	LINC00336	0.861	0.154				   5	    4
   401260	LINC00951	1	0.038				   2	    2
   401262	CRIP3	0.805	0.308	0.00064839			  17	   16
   401264	TRAM2-AS1						   2	    2
   401265	KLHL31	1	0.077	3.9256e-06			   6	    3
   401289	LINC01624						   3	    3
   401296	LNCRI						   2	    1
   401321	LINC00997	1	0.115				   4	    1
   401331	RASA4CP	0.89	0.077				   3	    1
   401337	LINC01446	0.861	0.038				   4	    1
   401375	GTF2IRD2P1						   2	    1
   401387	LRRD1	1	0.077	1.6779e-06			   1	    1
   401393	AZGP1P2						   1	    1
   401397	SMIM30	1	0.038	0.38247			   1	    1
   401472	GASAL1	0.743	0.231				  18	    7
   401474	SAMD12	0.7	0.269	0.0011661			  36	    8
   401491	VLDLR-AS1	0.821	0.115				  21	   14
   401492	LINC01235						   2	    1
   401494	HACD4	0.931	0.038	2.0561e-05			   4	    2
   401498	TMEM215			0.0041235			   2	    1
   401505	TOMM5	0.861	0.154	0.49975			   4	    3
   401541	CENPP	1	0.077	0.046312			   7	    8
   401548	SNX30	1	0.038	0.58843			   2	    2
   401554	GPRACR						   2	    1
   401563	C9orf139	1	0.077	0.0024581			   2	    2
   401613	SERTM2	0.931	0.077				   3	    1
   401630	FAM224A	1	0.038				   1	    1
   401634	GOLGA2P3Y	1	0.038				   2	    1
   401647	GOLGA7B	1	0.077	0.00599			   1	    1
   401662	OR51A8P						   1	    1
   401827	MSLNL			3.0489e-26			   1	    1
   401944	LDLRAD2	0.931	0.077	0.00021385			   4	    1
   401967	NBPF17P	0.89	0.077				   3	    1
   402117	VWC2L	0.931	0.038	0.1298			   5	    3
   402146	B3GAT3P1						   3	    2
   402160	CFAP99						   1	    1
   402359	KHSRPP1	1	0.038				   1	    1
   402381	SOHLH1	0.705	0.269	0.00226			  27	    6
   402408	PKMP2	1	0.077				   1	    1
   402569	KPNA7	0.805	0.308	3.3787e-15			  13	    6
   402665	IGLON5	0.839	0.308	0.40274			  16	   14
   402682	UFSP1	1	0.077	0.027072			   2	    2
   402778	IFITM10	0.931	0.077	0.15714			   3	    2
   403283	OR6C66P	1	0.038				   1	    1
   403323	LERFS	1	0.115				   1	    1
   404024	TRIM26BP	0.861	0.269				   4	    4
   404026	MTCO3P1	0.861	0.231				   5	    4
   404037	HAPLN4	0.805	0.154	0.01078			  15	    6
   404093	CUEDC1	0.931	0.077	6.6336e-08			   3	    2
   404201	WDFY3-AS2	0.821	0.115				   8	    2
   404203	SPINK6	0.76	0.385	3.5317e-07			  16	   15
   404204	UGT1A13P						   2	    1
   404216	LINC01561	0.931	0.077				   2	    1
   404266	HOXB-AS3	0.751	0.308				  21	   10
   404281	YY2	1	0.077	0.40781			   2	    1
   404544	COX8BP						   1	    1
